episode_reward
-168.421383
-131.269403
-165.531255
-158.387726
-158.044504
-157.530509
-165.078558
-143.760796
-153.705056
-187.92893
-169.383859
-132.744929
-161.91084
-207.030333
-127.879475
-195.071261
-193.077847
-145.304919
-165.384355
-163.153918
-187.87922
-146.001298
-133.32435
-149.117782
-207.964255
-154.052503
-129.312951
-154.243032
-178.433032
-141.750507
-146.942919
-166.817689
-155.55917
-134.095925
-143.647749
-168.743185
-159.330845
-179.791041
-161.500993
-139.241303
-158.075921
-146.746507
-135.989529
-177.055516
-168.979662
-150.635308
-175.432436
-173.898998
-161.11065
-175.107191
-173.352834
-173.743409
-126.834356
-144.014409
-183.383567
-151.679394
-176.985126
-127.014011
-156.586141
-152.40558
-133.975695
-143.050799
-141.867792
-168.710909
-157.923223
-148.433886
-173.32401
-153.572703
-184.478702
-152.053988
-173.343817
-178.137946
-163.730068
-149.805483
-141.154708
-176.66019
-184.283743
-175.166382
-176.797474
-183.489716
-141.119724
-170.863272
-124.033605
-153.158469
-150.156536
-182.507262
-151.442695
-177.650773
-191.702875
-183.802793
-165.897078
-173.389857
-180.084355
-159.018628
-146.149199
-171.838738
-176.709315
-140.276182
-158.809212
-155.863908
-192.142477
-157.387579
-169.053749
-140.899917
-134.597293
-148.454533
-158.936939
-147.911963
-174.443162
-176.020715
-180.777201
-158.734711
-156.361567
-173.879935
-192.137646
-138.388867
-168.294442
-157.10231
-185.830889
-163.412814
-171.521969
-159.432921
-173.369892
-147.572862
-181.621129
-145.290044
-150.122193
-166.12265
-155.01974
-176.835908
-164.576382
-179.79278
-148.22116
-190.32538
-168.733252
-144.332481
-190.253204
-167.893857
-141.106063
-189.762136
-146.714787
-192.948733
-136.968843
-143.893612
-164.407953
-169.554744
-172.086309
-139.116659
-190.015952
-167.204419
-162.130742
-153.434795
-132.62042
-191.868384
-130.193914
-177.343649
-133.206466
-160.958683
-164.413387
-141.578141
-146.598435
-129.998659
-164.673967
-127.179949
-133.760249
-140.17233
-191.439572
-122.730962
-172.385465
-185.352787
-167.895864
-182.848934
-169.860884
-195.763465
-169.659901
-179.791415
-142.515648
-154.686191
-175.93873
-129.510565
-155.517744
-159.257029
-177.565733
-186.215401
-177.683182
-144.767175
-158.713229
-186.844272
-155.014079
-128.889535
-136.303097
-166.110174
-190.332159
-165.152452
-191.087565
-147.836385
-161.083376
-156.611196
-144.562137
-186.797588
-145.726495
-151.1468
-150.183778
-121.568423
-159.856719
-152.700502
-131.946636
-193.186624
-156.24335
-166.355837
-136.904442
-185.797794
-134.850283
-173.616457
-179.731456
-169.815569
-152.161013
-158.495542
-172.17229
-132.104107
-129.656458
-157.325232
-169.586693
-172.499306
-156.042077
-135.904364
-171.611637
-144.907836
-123.78983
-173.233599
-160.562053
-150.931282
-190.286635
-148.899612
-187.540748
-189.029355
-130.845034
-164.995971
-132.99889
-184.563235
-174.638582
-172.639331
-163.621303
-172.451349
-145.258207
-180.207984
-161.604421
-138.996926
-134.765246
-170.623508
-157.083273
-134.763269
-151.452356
-172.918998
-143.430013
-137.148
-138.35954
-159.427242
-162.064235
-133.372838
-129.634271
-141.032654
-153.414148
-146.975198
-163.895586
-140.093998
-144.65931
-153.592387
-185.79819
-141.205961
-150.406229
-131.710825
-141.41061
-130.387602
-126.351382
-163.445069
-152.694017
-164.831111
-175.02802
-169.49182
-191.379347
-130.92579
-156.97646
-129.043854
-130.871362
-155.326802
-168.440242
-152.951861
-135.461598
-153.529668
-112.501747
-133.538618
-168.355452
-128.572612
-155.03396
-177.944761
-127.935755
-168.075591
-120.438059
-153.789377
-142.579748
-136.289392
-167.363401
-150.443192
-140.590902
-196.70366
-148.503309
-145.176501
-138.096216
-154.034935
-178.166199
-130.29706
-177.665185
-149.667577
-125.464844
-173.762305
-145.954746
